SID,Level,WORD,POS,WORD,Vowel_Type,Stressed_Vowel
983,C,prosperity,n.,prosperity,Monophthong,/ ɛ /
984,C,protective,adj.,protective,Monophthong,/ ɛ /
985,C,protocol,n.,protocol,Diphthong,/ oʊ /
986,C,province,n.,province,Monophthong,/ ɑ /
987,C,provincial,adj.,provincial,Monophthong,/ ɪ /
988,C,provision,n.,provision,Monophthong,/ ɪ /
989,C,provoke,v.,provoke,Diphthong,/ oʊ /
990,C,psychiatric,adj.,psychiatric,Monophthong,/ æ /
991,C,pulse,n.,pulse,Monophthong,/ ʌ /
992,C,pump,v.,pump,Monophthong,/ ʌ /
993,C,punch,n.,punch,Monophthong,/ ʌ /
994,C,query,n.,query,Monophthong,/ ɪ /
995,C,quest,n.,quest,Monophthong,/ ɛ /
996,C,quota,n.,quota,Diphthong,/ oʊ /
997,C,radar,n.,radar,Diphthong,/ eɪ /
998,C,radical,adj.,radical,Monophthong,/ æ /
999,C,rage,n.,rage,Diphthong,/ eɪ /
1000,C,raid,n.,raid,Diphthong,/ eɪ /
1001,C,rally,n.,rally,Monophthong,/ æ /
1002,C,ranking,n.,ranking,Monophthong,/ æ /
1003,C,rape,v.,rape,Diphthong,/ eɪ /
1004,C,ratio,n.,ratio,Diphthong,/ eɪ /
1005,C,rational,adj.,rational,Monophthong,/ æ /
1006,C,ray,n.,ray,Diphthong,/ eɪ /
1007,C,readily,adv.,readily,Monophthong,/ ɛ /
1008,C,realization,n.,realization,Diphthong,/ eɪ /
1009,C,realm,n.,realm,Monophthong,/ ɛ /
1010,C,rear,adj.,rear,Monophthong,/ ɪ /
1011,C,rear,n.,rear,Monophthong,/ ɪ /
1012,C,reasoning,n.,reasoning,Monophthong,/ i /
1013,C,reassure,v.,reassure,Monophthong,/ ʊ /
1014,C,rebel,n.,rebel,Monophthong,/ ɛ /
1015,C,rebellion,n.,rebellion,Monophthong,/ ɛ /
1016,C,recipient,n.,recipient,Monophthong,/ ɪ /
1017,C,reconstruction,n.,reconstruction,Monophthong,/ ʌ /
1018,C,recount1,v.,recount1,Diphthong,/ aʊ /
1019,C,referendum,n.,referendum,Monophthong,/ ɛ /
1020,C,reflection,n.,reflection,Monophthong,/ ɛ /
1021,C,reform,"n., v.",reform,Monophthong,/ ɔ /
1022,C,refuge,n.,refuge,Monophthong,/ ɛ /
1023,C,refusal,n.,refusal,Monophthong,/ u /
1024,C,regain,v.,regain,Monophthong,/ eɪ /
1025,C,regardless,adv.,regardless,Monophthong,/ ɑ /
1026,C,regime,n.,regime,Monophthong,/ i /
1027,C,regulator,n.,regulator,Monophthong,/ ɛ /
1028,C,regulatory,adj.,regulatory,Monophthong,/ ɛ /
1029,C,rehabilitation,n.,rehabilitation,Monophthong,/ ɪ /
1030,C,reign,n.,reign,Diphthong,/ eɪ /
1031,C,reign,v.,reign,Diphthong,/ eɪ /
1032,C,rejection,n.,rejection,Monophthong,/ ɛ /
1033,C,relevance,n.,relevance,Monophthong,/ ɛ /
1034,C,reliability,n.,reliability,Monophthong,/ ɪ /
1035,C,reluctant,adj.,reluctant,Monophthong,/ ʌ /
1036,C,remainder,n.,remainder,Diphthong,/ eɪ /
1037,C,remains,n.,remains,Diphthong,/ eɪ /
1038,C,remedy,n.,remedy,Monophthong,/ ɛ /
1039,C,reminder,n.,reminder,Diphthong,/ aɪ /
1040,C,removal,n.,removal,Monophthong,/ u /
1041,C,render,v.,render,Monophthong,/ ɛ /
1042,C,renew,v.,renew,Monophthong,/ u /
1043,C,renowned,adj.,renowned,Diphthong,/ aʊ /
1044,C,rental,n.,rental,Monophthong,/ ɛ /
1045,C,replacement,n.,replacement,Diphthong,/ eɪ /
1046,C,reportedly,adv.,reportedly,Monophthong,/ ɔ /
1047,C,representation,n.,representation,Diphthong,/ eɪ /
1048,C,reproduce,v.,reproduce,Monophthong,/ u /
1049,C,reproduction,n.,reproduction,Monophthong,/ ʌ /
1050,C,republic,n.,republic,Monophthong,/ ʌ /
1051,C,resemble,v.,resemble,Monophthong,/ ɛ /
1052,C,reside,v.,reside,Diphthong,/ aɪ /
1053,C,residence,n.,residence,Monophthong,/ ɛ /
1054,C,residential,adj.,residential,Monophthong,/ ɛ /
1055,C,residue,n.,residue,Monophthong,/ ɛ /
1056,C,resignation,n.,resignation,Diphthong,/ eɪ /
1057,C,resistance,n.,resistance,Monophthong,/ ɪ /
1058,C,respective,adj.,respective,Monophthong,/ ɛ /
1059,C,respectively,adv.,respectively,Monophthong,/ ɛ /
1060,C,restoration,n.,restoration,Diphthong,/ eɪ /
1061,C,restraint,n.,restraint,Diphthong,/ eɪ /
1062,C,resume,v.,resume,Monophthong,/ u /
1063,C,retreat,n.,retreat,Monophthong,/ i /
1064,C,retreat,v.,retreat,Monophthong,/ i /
1065,C,retrieve,v.,retrieve,Monophthong,/ i /
1066,C,revelation,n.,revelation,Diphthong,/ eɪ /
1067,C,revenge,n.,revenge,Monophthong,/ ɛ /
1068,C,reverse,v.,reverse,Monophthong,/ ɝ /
1069,C,revival,n.,revival,Diphthong,/ aɪ /
1070,C,revive,v.,revive,Diphthong,/ aɪ /
1071,C,revolutionary,adj.,revolutionary,Monophthong,/ u /
1072,C,rhetoric,n.,rhetoric,Monophthong,/ ɛ /
1073,C,rifle,n.,rifle,Diphthong,/ aɪ /
1074,C,riot,n.,riot,Diphthong,/ aɪ /
1075,C,rip,v.,rip,Monophthong,/ ɪ /
1076,C,ritual,n.,ritual,Monophthong,/ ɪ /
1077,C,robust,adj.,robust,Monophthong,/ ʌ /
1078,C,rock,v.,rock,Monophthong,/ ɑ /
1079,C,rod,n.,rod,Monophthong,/ ɑ /
1080,C,rotate,v.,rotate,Diphthong,/ oʊ /
1081,C,rotation,n.,rotation,Diphthong,/ eɪ /
1082,C,ruling,n.,ruling,Monophthong,/ u /
1083,C,rumor,n.,rumor,Monophthong,/ u /
1084,C,sack,v.,sack,Monophthong,/ æ /
1085,C,sacred,adj.,sacred,Diphthong,/ eɪ /
1086,C,sacrifice,n.,sacrifice,Monophthong,/ æ /
1087,C,sacrifice,v.,sacrifice,Monophthong,/ æ /
1088,C,saint,n.,saint,Diphthong,/ eɪ /
1089,C,sake,n.,sake,Diphthong,/ eɪ /
1090,C,sanction,n.,sanction,Monophthong,/ æ /
1091,C,say,n.,say,Diphthong,/ eɪ /
1092,C,scattered,adj.,scattered,Monophthong,/ æ /
1093,C,skeptical,adj.,skeptical,Monophthong,/ ɛ /
1094,C,scope,n.,scope,Diphthong,/ oʊ /
1095,C,screw,n.,screw,Monophthong,/ u /
1096,C,scrutiny,n.,scrutiny,Monophthong,/ u /
1097,C,seal,v.,seal,Monophthong,/ i /
1098,C,seal,n.,seal,Monophthong,/ i /
1099,C,secular,adj.,secular,Monophthong,/ ɛ /
1100,C,seemingly,adv.,seemingly,Monophthong,/ i /
1101,C,segment,n.,segment,Monophthong,/ ɛ /
1102,C,seize,v.,seize,Monophthong,/ i /
1103,C,seldom,adv.,seldom,Monophthong,/ ɛ /
1104,C,selective,adj.,selective,Monophthong,/ ɛ /
1105,C,senator,n.,senator,Monophthong,/ ɛ /
1106,C,sensation,n.,sensation,Diphthong,/ eɪ /
1107,C,sensitivity,n.,sensitivity,Monophthong,/ ɪ /
1108,C,sentiment,n.,sentiment,Monophthong,/ ɛ /
1109,C,separation,n.,separation,Diphthong,/ eɪ /
1110,C,serial,adj.,serial,Monophthong,/ ɪ /
1111,C,settlement,n.,settlement,Monophthong,/ ɛ /
1112,C,set-up,n.,set-up,Monophthong,/ ɛ /
1113,C,sexuality,n.,sexuality,Monophthong,/ æ /
1114,C,shareholder,n.,shareholder,Monophthong,/ ɝ /
1115,C,shatter,v.,shatter,Monophthong,/ æ /
1116,C,shed,v.,shed,Monophthong,/ ɛ /
1117,C,sheer,adj.,sheer,Monophthong,/ ɪ /
1118,C,shipping,n.,shipping,Monophthong,/ ɪ /
1119,C,shoot,n.,shoot,Monophthong,/ u /
1120,C,shrink,v.,shrink,Monophthong,/ ɪ /
1121,C,shrug,v.,shrug,Monophthong,/ ʌ /
1122,C,sigh,v.,sigh,Diphthong,/ aɪ /
1123,C,sigh,n.,sigh,Diphthong,/ aɪ /
1124,C,simulate,v.,simulate,Monophthong,/ ɪ /
1125,C,simulation,n.,simulation,Diphthong,/ eɪ /
1126,C,simultaneously,adv.,simultaneously,Diphthong,/ eɪ /
1127,C,sin,n.,sin,Monophthong,/ ɪ /
1128,C,situated,adj.,situated,Monophthong,/ ɪ /
1129,C,sketch,n.,sketch,Monophthong,/ ɛ /
1130,C,skip,v.,skip,Monophthong,/ ɪ /
1131,C,slam,v.,slam,Monophthong,/ æ /
1132,C,slap,v.,slap,Monophthong,/ æ /
1133,C,slash,v.,slash,Monophthong,/ æ /
1134,C,slavery,n.,slavery,Diphthong,/ eɪ /
1135,C,slot,n.,slot,Monophthong,/ ɑ /
1136,C,smash,v.,smash,Monophthong,/ æ /
1137,C,snap,v.,snap,Monophthong,/ æ /
1138,C,soak,v.,soak,Diphthong,/ oʊ /
1139,C,soar,v.,soar,Monophthong,/ ɔ /
1140,C,socialist,adj.,socialist,Diphthong,/ oʊ /
1141,C,sole,adj.,sole,Diphthong,/ oʊ /
1142,C,solely,adv.,solely,Diphthong,/ oʊ /
1143,C,solicitor,n.,solicitor,Monophthong,/ ɪ /
1144,C,solidarity,n.,solidarity,Monophthong,/ æ /
1145,C,solo,n.,solo,Diphthong,/ oʊ /
1146,C,sound,adj.,sound,Diphthong,/ aʊ /
1147,C,sovereignty,n.,sovereignty,Monophthong,/ ɑ /
1148,C,spam,n.,spam,Monophthong,/ æ /
1149,C,span,v.,span,Monophthong,/ æ /
1150,C,span,n.,span,Monophthong,/ æ /
1151,C,spare,v.,spare,Monophthong,/ ɛ /
1152,C,spark,v.,spark,Monophthong,/ ɑ /
1153,C,specialized,adj.,specialized,Monophthong,/ ɛ /
1154,C,specification,n.,specification,Diphthong,/ eɪ /
1155,C,specimen,n.,specimen,Monophthong,/ ɛ /
1156,C,spectacle,n.,spectacle,Monophthong,/ ɛ /
1157,C,spectrum,n.,spectrum,Monophthong,/ ɛ /
1158,C,spell,n.,spell,Monophthong,/ ɛ /
1159,C,sphere,n.,sphere,Monophthong,/ ɪ /
1160,C,spin,v.,spin,Monophthong,/ ɪ /
1161,C,spin,n.,spin,Monophthong,/ ɪ /
1162,C,spine,n.,spine,Diphthong,/ aɪ /
1163,C,spotlight,n.,spotlight,Monophthong,/ ɑ /
1164,C,spouse,n.,spouse,Diphthong,/ aʊ /
1165,C,spy,n.,spy,Diphthong,/ aɪ /
1166,C,squad,n.,squad,Monophthong,/ ɑ /
1167,C,squeeze,v.,squeeze,Monophthong,/ i /
1168,C,stab,v.,stab,Monophthong,/ æ /
1169,C,stability,n.,stability,Monophthong,/ ɪ /
1170,C,stabilize,v.,stabilize,Diphthong,/ eɪ /
1171,C,stake,n.,stake,Diphthong,/ eɪ /
1172,C,standing,adj.,standing,Monophthong,/ æ /
1173,C,stark,adj.,stark,Monophthong,/ ɑ /
1174,C,statistical,adj.,statistical,Monophthong,/ ɪ /
1175,C,steer,v.,steer,Monophthong,/ ɪ /
1176,C,stem,n.,stem,Monophthong,/ ɛ /
1177,C,stem,v.,stem,Monophthong,/ ɛ /
1178,C,stereotype,n.,stereotype,Monophthong,/ ɛ /
1179,C,stimulus,n.,stimulus,Monophthong,/ ɪ /
1180,C,stir,v.,stir,Monophthong,/ ɝ /
1181,C,storage,n.,storage,Monophthong,/ ɔ /
1182,C,straightforward,adj.,straightforward,Monophthong,/ ɔ /
1183,C,strain,n.,strain,Diphthong,/ eɪ /
1184,C,strand,n.,strand,Monophthong,/ æ /
1185,C,strategic,adj.,strategic,Monophthong,/ i /
1186,C,striking,adj.,striking,Diphthong,/ aɪ /
1187,C,strip,(long narrow piece) n.,strip,Monophthong,/ ɪ /
1188,C,strip,(remove clothes/a layer) v.,strip,Monophthong,/ ɪ /
1189,C,strive,v.,strive,Diphthong,/ aɪ /
1190,C,structural,adj.,structural,Monophthong,/ ʌ /
1191,C,stumble,v.,stumble,Monophthong,/ ʌ /
1192,C,stun,v.,stun,Monophthong,/ ʌ /
1193,C,submission,n.,submission,Monophthong,/ ɪ /
1194,C,subscriber,n.,subscriber,Diphthong,/ aɪ /
1195,C,subscription,n.,subscription,Monophthong,/ ɪ /
1196,C,subsidy,n.,subsidy,Monophthong,/ ʌ /
1197,C,substantial,adj.,substantial,Monophthong,/ æ /
1198,C,substantially,adv.,substantially,Monophthong,/ æ /
1199,C,substitute,n.,substitute,Monophthong,/ ʌ /
1200,C,substitute,v.,substitute,Monophthong,/ ʌ /
1201,C,substitution,n.,substitution,Monophthong,/ u /
1202,C,subtle,adj.,subtle,Monophthong,/ ʌ /
1203,C,suburban,adj.,suburban,Monophthong,/ ɝ /
1204,C,succession,n.,succession,Monophthong,/ ɛ /
1205,C,successive,adj.,successive,Monophthong,/ ɛ /
1206,C,successor,n.,successor,Monophthong,/ ɛ /
1207,C,suck,v.,suck,Monophthong,/ ʌ /
1208,C,sue,v.,sue,Monophthong,/ u /
1209,C,suicide,n.,suicide,Monophthong,/ u /
1210,C,suite,n.,suite,Monophthong,/ i /
1211,C,summit,n.,summit,Monophthong,/ ʌ /
1212,C,superb,adj.,superb,Monophthong,/ ɝ /
1213,C,superior,adj.,superior,Monophthong,/ ɪ /
1214,C,supervise,v.,supervise,Monophthong,/ u /
1215,C,supervision,n.,supervision,Monophthong,/ ɪ /
1216,C,supervisor,n.,supervisor,Monophthong,/ u /
1217,C,supplement,n.,supplement,Monophthong,/ ʌ /
1218,C,supplement,v.,supplement,Monophthong,/ ʌ /
1219,C,supportive,adj.,supportive,Monophthong,/ ɔ /
1220,C,supposedly,adv.,supposedly,Diphthong,/ oʊ /
1221,C,suppress,v.,suppress,Monophthong,/ ɛ /
1222,C,supreme,adj.,supreme,Monophthong,/ i /
1223,C,surge,n.,surge,Monophthong,/ ɝ /
1224,C,surge,v.,surge,Monophthong,/ ɝ /
1225,C,surgical,adj.,surgical,Monophthong,/ ɝ /
1226,C,surplus,n.,surplus,Monophthong,/ ɝ /
1227,C,surrender,v.,surrender,Monophthong,/ ɛ /
1228,C,surveillance,n.,surveillance,Diphthong,/ eɪ /
1229,C,suspension,n.,suspension,Monophthong,/ ɛ /
1230,C,suspicion,n.,suspicion,Monophthong,/ ɪ /
1231,C,suspicious,adj.,suspicious,Monophthong,/ ɪ /
1232,C,sustain,v.,sustain,Diphthong,/ eɪ /
1233,C,swing,n.,swing,Monophthong,/ ɪ /
1234,C,sword,n.,sword,Monophthong,/ ɔ /
1235,C,symbolic,adj.,symbolic,Monophthong,/ ɑ /
1236,C,syndrome,n.,syndrome,Monophthong,/ ɪ /
1237,C,synthesis,n.,synthesis,Monophthong,/ ɪ /
1238,C,systematic,adj.,systematic,Monophthong,/ æ /
1239,C,tackle,n.,tackle,Monophthong,/ æ /
1240,C,tactic,n.,tactic,Monophthong,/ æ /
1241,C,tactical,adj.,tactical,Monophthong,/ æ /
1242,C,taxpayer,n.,taxpayer,Monophthong,/ æ /
1243,C,tempt,v.,tempt,Monophthong,/ ɛ /
1244,C,tenant,n.,tenant,Monophthong,/ ɛ /
1245,C,tender,adj.,tender,Monophthong,/ ɛ /
1246,C,tenure,n.,tenure,Monophthong,/ ɛ /
1247,C,terminal,adj.,terminal,Monophthong,/ ɝ /
1248,C,terminate,v.,terminate,Monophthong,/ ɝ /
1249,C,terrain,n.,terrain,Diphthong,/ eɪ /
1250,C,terrific,adj.,terrific,Monophthong,/ ɪ /
1251,C,testify,v.,testify,Monophthong,/ ɛ /
1252,C,testimony,n.,testimony,Monophthong,/ ɛ /
1253,C,texture,n.,texture,Monophthong,/ ɛ /
1254,C,thankfully,adv.,thankfully,Monophthong,/ æ /
1255,C,theatrical,adj.,theatrical,Monophthong,/ æ /
1256,C,theology,n.,theology,Monophthong,/ ɑ /
1257,C,theoretical,adj.,theoretical,Monophthong,/ ɛ /
1258,C,thereafter,adv.,thereafter,Monophthong,/ æ /
1259,C,thereby,adv.,thereby,Diphthong,/ aɪ /
1260,C,thoughtful,adj.,thoughtful,Monophthong,/ ɔ /
1261,C,thought-provoking,adj.,thought-provoking,Monophthong,/ ɔ /
1262,C,thread,n.,thread,Monophthong,/ ɛ /
1263,C,threshold,n.,threshold,Monophthong,/ ɛ /
1264,C,thrilled,adj.,thrilled,Monophthong,/ ɪ /
1265,C,thrive,v.,thrive,Diphthong,/ aɪ /
1266,C,tide,n.,tide,Diphthong,/ aɪ /
1267,C,tighten,v.,tighten,Diphthong,/ aɪ /
1268,C,timber,n.,timber,Monophthong,/ ɪ /
1269,C,timely,adj.,timely,Diphthong,/ aɪ /
1270,C,tobacco,n.,tobacco,Monophthong,/ æ /
1271,C,tolerance,n.,tolerance,Monophthong,/ ɑ /
1272,C,tolerate,v.,tolerate,Monophthong,/ ɑ /
1273,C,toll,n.,toll,Diphthong,/ oʊ /
1274,C,top,v.,top,Monophthong,/ ɑ /
1275,C,torture,n.,torture,Monophthong,/ ɔ /
1276,C,toss,v.,toss,Monophthong,/ ɔ /
1277,C,total,v.,total,Diphthong,/ oʊ /
1278,C,toxic,adj.,toxic,Monophthong,/ ɑ /
1279,C,trace,n.,trace,Diphthong,/ eɪ /
1280,C,trademark,n.,trademark,Diphthong,/ eɪ /
1281,C,trail,n.,trail,Diphthong,/ eɪ /
1282,C,trail,v.,trail,Diphthong,/ eɪ /
1283,C,trailer,n.,trailer,Diphthong,/ eɪ /
1284,C,transaction,n.,transaction,Monophthong,/ æ /
1285,C,transcript,n.,transcript,Monophthong,/ æ /
1286,C,transformation,n.,transformation,Diphthong,/ eɪ /
1287,C,transit,n.,transit,Monophthong,/ æ /
1288,C,transmission,n.,transmission,Monophthong,/ ɪ /
1289,C,transparency,n.,transparency,Monophthong,/ æ /
1290,C,transparent,adj.,transparent,Monophthong,/ æ /
1291,C,trauma,n.,trauma,Diphthong,/ aʊ /
1292,C,treaty,n.,treaty,Monophthong,/ i /
1293,C,tremendous,adj.,tremendous,Monophthong,/ ɛ /
1294,C,tribal,adj.,tribal,Diphthong,/ aɪ /
1295,C,tribunal,n.,tribunal,Monophthong,/ u /
1296,C,tribute,n.,tribute,Monophthong,/ ɪ /
1297,C,trigger,n.,trigger,Monophthong,/ ɪ /
1298,C,trio,n.,trio,Monophthong,/ i /
1299,C,triumph,n.,triumph,Diphthong,/ aɪ /
1300,C,trophy,n.,trophy,Diphthong,/ oʊ /
1301,C,troubled,adj.,troubled,Monophthong,/ ʌ /
1302,C,trustee,n.,trustee,Monophthong,/ i /
1303,C,tuition,n.,tuition,Monophthong,/ ɪ /
1304,C,turnout,n.,turnout,Monophthong,/ ɝ /
1305,C,turnover,n.,turnover,Monophthong,/ ɝ /
1306,C,twist,v.,twist,Monophthong,/ ɪ /
1307,C,undergraduate,n.,undergraduate,Monophthong,/ æ /
1308,C,underlying,adj.,underlying,Monophthong,/ ʌ /
1309,C,undermine,v.,undermine,Diphthong,/ aɪ /
1310,C,undoubtedly,adv.,undoubtedly,Diphthong,/ aʊ /
1311,C,unify,v.,unify,Monophthong,/ u /
1312,C,unprecedented,adj.,unprecedented,Monophthong,/ ɛ /
1313,C,unveil,v.,unveil,Diphthong,/ eɪ /
1314,C,upcoming,adj.,upcoming,Monophthong,/ ʌ /
1315,C,upgrade,v.,upgrade,Diphthong,/ eɪ /
1316,C,uphold,v.,uphold,Diphthong,/ oʊ /
1317,C,utility,n.,utility,Monophthong,/ ɪ /
1318,C,utilize,v.,utilize,Monophthong,/ u /
1319,C,utterly,adv.,utterly,Monophthong,/ ʌ /
1320,C,vacuum,n.,vacuum,Monophthong,/ æ /
1321,C,vague,adj.,vague,Diphthong,/ eɪ /
1322,C,validity,n.,validity,Monophthong,/ ɪ /
1323,C,vanish,v.,vanish,Monophthong,/ æ /
1324,C,variable,n.,variable,Monophthong,/ ɛ /
1325,C,variable,adj.,variable,Monophthong,/ ɛ /
1326,C,varied,adj.,varied,Monophthong,/ ɛ /
1327,C,vein,n.,vein,Diphthong,/ eɪ /
1328,C,venture,n.,venture,Monophthong,/ ɛ /
1329,C,venture,v.,venture,Monophthong,/ ɛ /
1330,C,verbal,adj.,verbal,Monophthong,/ ɝ /
1331,C,verdict,n.,verdict,Monophthong,/ ɝ /
1332,C,verify,v.,verify,Monophthong,/ ɛ /
1333,C,verse,n.,verse,Monophthong,/ ɝ /
1334,C,versus,prep.,versus,Monophthong,/ ɝ /
1335,C,vessel,n.,vessel,Monophthong,/ ɛ /
1336,C,veteran,n.,veteran,Monophthong,/ ɛ /
1337,C,viable,adj.,viable,Diphthong,/ aɪ /
1338,C,vibrant,adj.,vibrant,Diphthong,/ aɪ /
1339,C,vice,n.,vice,Diphthong,/ aɪ /
1340,C,vicious,adj.,vicious,Monophthong,/ ɪ /
1341,C,villager,n.,villager,Monophthong,/ ɪ /
1342,C,violate,v.,violate,Diphthong,/ aɪ /
1343,C,violation,n.,violation,Diphthong,/ eɪ /
1344,C,virtue,n.,virtue,Monophthong,/ ɝ /
1345,C,vocal,adj.,vocal,Diphthong,/ oʊ /
1346,C,vow,v.,vow,Diphthong,/ aʊ /
1347,C,vulnerability,n.,vulnerability,Monophthong,/ ɪ /
1348,C,vulnerable,adj.,vulnerable,Monophthong,/ ʌ /
1349,C,ward,n.,ward,Monophthong,/ ɔ /
1350,C,warehouse,n.,warehouse,Diphthong,/ ɛ /
1351,C,warfare,n.,warfare,Monophthong,/ ɛ /
1352,C,warrant,n.,warrant,Monophthong,/ ɔ /
1353,C,warrant,v.,warrant,Monophthong,/ ɔ /
1354,C,warrior,n.,warrior,Monophthong,/ ɔ /
1355,C,weaken,v.,weaken,Monophthong,/ i /
1356,C,weave,v.,weave,Monophthong,/ i /
1357,C,weed,n.,weed,Monophthong,/ i /
1358,C,well,n.,well,Monophthong,/ ɛ /
1359,C,well-being,n.,well-being,Monophthong,/ ɛ /
1360,C,whatsoever,adv.,whatsoever,Monophthong,/ ɛ /
1361,C,whereby,adv.,whereby,Diphthong,/ aɪ /
1362,C,whilst,conj.,whilst,Diphthong,/ aɪ /
1363,C,whip,v.,whip,Monophthong,/ ɪ /
1364,C,wholly,adv.,wholly,Diphthong,/ oʊ /
1365,C,widen,v.,widen,Diphthong,/ aɪ /
1366,C,widow,n.,widow,Monophthong,/ ɪ /
1367,C,width,n.,width,Monophthong,/ ɪ /
1368,C,willingness,n.,willingness,Monophthong,/ ɪ /
1369,C,wipe,v.,wipe,Diphthong,/ aɪ /
1370,C,wit,n.,wit,Monophthong,/ ɪ /
1371,C,withdrawal,n.,withdrawal,Monophthong,/ ɔ /
1372,C,workout,n.,workout,Monophthong,/ ɝ /
1373,C,worship,n.,worship,Monophthong,/ ɝ /
1374,C,worship,v.,worship,Monophthong,/ ɝ /
1375,C,worthwhile,adj.,worthwhile,Diphthong,/ aɪ /
1376,C,worthy,adj.,worthy,Monophthong,/ ɝ /
1377,C,yell,v.,yell,Monophthong,/ ɛ /
1378,C,yield,n.,yield,Monophthong,/ i /
1379,C,yield,v.,yield,Monophthong,/ i /
1380,C,youngster,n.,youngster,Monophthong,/ ʌ /
1,B,absorb,v.,Monophthong,absorb,/ ɔ /
2,B,abstract,n.,Monophthong,abstract,/ æ /
3,B,abstract,adj.,Monophthong,abstract,/ æ /
4,B,accent,n.,Monophthong,accent,/ æ /
5,B,accidentally,adv.,Monophthong,accidentally,/ ɛ /
6,B,accommodate,v.,Monophthong,accommodate,/ ɑ /
7,B,accomplish,v.,Monophthong,accomplish,/ ɑ /
8,B,accountant,n.,Diphthong,accountant,/ aʊ /
9,B,accuracy,n.,Monophthong,accuracy,/ æ /
10,B,accurately,adv.,Monophthong,accurately,/ æ /
11,B,acid,n.,Monophthong,acid,/ æ /
12,B,activate,v.,Monophthong,activate,/ æ /
13,B,addiction,n.,Monophthong,addiction,/ ɪ /
14,B,additionally,adv.,Monophthong,additionally,/ ɪ /
15,B,adequate,adj.,Monophthong,adequate,/ æ /
16,B,adequately,adv.,Monophthong,adequately,/ æ /
17,B,adjust,v.,Monophthong,adjust,/ ʌ /
18,B,affordable,adj.,Monophthong,affordable,/ ɔ /
19,B,agriculture,n.,Monophthong,agriculture,/ æ /
20,B,AIDS,n.,Diphthong,AIDS,/ eɪ /
21,B,alien,n.,Diphthong,alien,/ eɪ /
22,B,alongside,prep.,Diphthong,alongside,/ aɪ /
23,B,altogether,adv.,Monophthong,altogether,/ ɛ /
24,B,ambulance,n.,Monophthong,ambulance,/ æ /
25,B,amusing,adj.,Monophthong,amusing,/ u /
26,B,analyst,n.,Monophthong,analyst,/ æ /
27,B,ancestor,n.,Monophthong,ancestor,/ æ /
28,B,animation,n.,Diphthong,animation,/ eɪ /
29,B,annually,adv.,Monophthong,annually,/ æ /
30,B,anticipate,v.,Monophthong,anticipate,/ ɪ /
31,B,anxiety,n.,Diphthong,anxiety,/ aɪ /
32,B,apology,n.,Monophthong,apology,/ ɑ /
33,B,applicant,n.,Monophthong,applicant,/ æ /
34,B,appropriately,adv.,Diphthong,appropriately,/ oʊ /
35,B,arrow,n.,Monophthong,arrow,/ æ /
36,B,artwork,n.,Monophthong,artwork,/ ɑ /
37,B,aside,adv.,Diphthong,aside,/ aɪ /
38,B,asset,n.,Monophthong,asset,/ æ /
39,B,assign,v.,Diphthong,assign,/ aɪ /
40,B,assistance,n.,Monophthong,assistance,/ ɪ /
41,B,assumption,n.,Monophthong,assumption,/ ʌ /
42,B,assure,v.,Monophthong,assure,/ ʊ /
43,B,astonishing,adj.,Monophthong,astonishing,/ ɑ /
44,B,attachment,n.,Monophthong,attachment,/ æ /
45,B,auction,n.,Monophthong,auction,/ ɔ /
46,B,audio,adj.,Monophthong,audio,/ ɔ /
47,B,automatic,adj.,Monophthong,automatic,/ æ /
48,B,automatically,adv.,Monophthong,automatically,/ æ /
49,B,awareness,n.,Monophthong,awareness,/ ɝ /
50,B,awkward,adj.,Monophthong,awkward,/ ɔ /
51,B,badge,n.,Monophthong,badge,/ æ /
52,B,balanced,adj.,Monophthong,balanced,/ æ /
53,B,ballet,n.,Diphthong,ballet,/ eɪ /
54,B,balloon,n.,Monophthong,balloon,/ u /
55,B,barely,adv.,Monophthong,barely,/ ɛ /
56,B,bargain,n.,Monophthong,bargain,/ ɑ /
57,B,basement,n.,Diphthong,basement,/ eɪ /
58,B,basket,n.,Monophthong,basket,/ æ /
59,B,bat,n.,Monophthong,bat,/ æ /
60,B,beneficial,adj.,Monophthong,beneficial,/ ɪ /
61,B,beside,prep.,Diphthong,beside,/ aɪ /
62,B,besides,prep.,Diphthong,besides,/ aɪ /
63,B,besides,adv.,Diphthong,besides,/ aɪ /
64,B,bias,n.,Diphthong,bias,/ aɪ /
65,B,bid,n.,Monophthong,bid,/ ɪ /
66,B,bid,v.,Monophthong,bid,/ ɪ /
67,B,biological,adj.,Monophthong,biological,/ ɑ /
68,B,blanket,n.,Monophthong,blanket,/ æ /
69,B,blow,n.,Diphthong,blow,/ oʊ /
70,B,bold,adj.,Diphthong,bold,/ oʊ /
71,B,bombing,n.,Monophthong,bombing,/ ɑ /
72,B,booking,n.,Monophthong,booking,/ ʊ /
73,B,boost,v.,Monophthong,boost,/ u /
74,B,boost,n.,Monophthong,boost,/ u /
75,B,bound,adj.,Diphthong,bound,/ aʊ /
76,B,brick,n.,Monophthong,brick,/ ɪ /
77,B,briefly,adv.,Monophthong,briefly,/ i /
78,B,broadcaster,n.,Monophthong,broadcaster,/ ɔ /
79,B,broadly,adv.,Monophthong,broadly,/ ɔ /
80,B,bug,n.,Monophthong,bug,/ ʌ /
81,B,cabin,n.,Monophthong,cabin,/ æ /
82,B,canal,n.,Monophthong,canal,/ æ /
