SID,Level,WORD,POS,Vowel_Type,Stressed_Vowel
1133,C,slash,v.,Monophthong,/ æ /
1134,C,slavery,n.,Diphthong,/ eɪ /
1135,C,slot,n.,Monophthong,/ ɑ /
1136,C,smash,v.,Monophthong,/ æ /
1137,C,snap,v.,Monophthong,/ æ /
1138,C,soak,v.,Diphthong,/ oʊ /
1139,C,soar,v.,Monophthong,/ ɔ /
1140,C,socialist,adj.,Diphthong,/ oʊ /
1141,C,sole,adj.,Diphthong,/ oʊ /
1142,C,solely,adv.,Diphthong,/ oʊ /
1143,C,solicitor,n.,Monophthong,/ ɪ /
1144,C,solidarity,n.,Monophthong,/ æ /
1145,C,solo,n.,Diphthong,/ oʊ /
1146,C,sound,adj.,Diphthong,/ aʊ
1147,C,sovereignty,n.,Monophthong,/ ɑ /
1148,C,spam,n.,Monophthong,/ æ /
1149,C,span,v.,Monophthong,/ æ /
1150,C,span,n.,Monophthong,/ æ /
1151,C,spare,v.,Monophthong,/ ɛ /
1152,C,spark,v.,Monophthong,/ ɑ /
1153,C,specialized,adj.,Monophthong,/ ɛ /
1154,C,specification,n.,Diphthong,/ eɪ /
1155,C,specimen,n.,Monophthong,/ ɛ /
1156,C,spectacle,n.,Monophthong,/ ɛ /
1157,C,spectrum,n.,Monophthong,/ ɛ /
1158,C,spell,n.,Monophthong,/ ɛ /
1159,C,sphere,n.,Monophthong,/ ɪ /
1160,C,spin,v.,Monophthong,/ ɪ /
1161,C,spin,n.,Monophthong,/ ɪ /
1162,C,spine,n.,Diphthong,/ aɪ /
1163,C,spotlight,n.,Monophthong,/ ɑ /
1164,C,spouse,n.,Diphthong,/ aʊ
1165,C,spy,n.,Diphthong,/ aɪ /
1166,C,squad,n.,Monophthong,/ ɑ /
1167,C,squeeze,v.,Monophthong,/ i /
1168,C,stab,v.,Monophthong,/ æ /
1169,C,stability,n.,Monophthong,/ ɪ /
1170,C,stabilize,v.,Diphthong,/ eɪ /
1171,C,stake,n.,Diphthong,/ eɪ /
1172,C,standing,adj.,Monophthong,/ æ /
1173,C,stark,adj.,Monophthong,/ ɑ /
1174,C,statistical,adj.,Monophthong,/ ɪ /
1175,C,steer,v.,Monophthong,/ ɪ /
1176,C,stem,n.,Monophthong,/ ɛ /
1177,C,stem,v.,Monophthong,/ ɛ /
1178,C,stereotype,n.,Monophthong,/ ɛ /
1179,C,stimulus,n.,Monophthong,/ ɪ /
1180,C,stir,v.,Monophthong,/ ɝ /
1181,C,storage,n.,Monophthong,/ ɔ /
1182,C,straightforward,adj.,Monophthong,/ ɔ /
1183,C,strain,n.,Diphthong,/ eɪ /
1184,C,strand,n.,Monophthong,/ æ /
1185,C,strategic,adj.,Monophthong,/ i /
1186,C,striking,adj.,Diphthong,/ aɪ /
1187,C,strip,(long narrow piece) n.,Monophthong,/ ɪ /
1188,C,strip,(remove clothes/a layer) v.,Monophthong,/ ɪ /
1189,C,strive,v.,Diphthong,/ aɪ /
1190,C,structural,adj.,Monophthong,/ ʌ /
1191,C,stumble,v.,Monophthong,/ ʌ /
1192,C,stun,v.,Monophthong,/ ʌ /
1193,C,submission,n.,Monophthong,/ ɪ /
1194,C,subscriber,n.,Diphthong,/ aɪ /
1195,C,subscription,n.,Monophthong,/ ɪ /
1196,C,subsidy,n.,Monophthong,/ ʌ /
1197,C,substantial,adj.,Monophthong,/ æ /
1198,C,substantially,adv.,Monophthong,/ æ /
1199,C,substitute,n.,Monophthong,/ ʌ /
1200,C,substitute,v.,Monophthong,/ ʌ /
1201,C,substitution,n.,Monophthong,/ u /
1202,C,subtle,adj.,Monophthong,/ ʌ /
1203,C,suburban,adj.,Monophthong,/ ɝ /
1204,C,succession,n.,Monophthong,/ ɛ /
1205,C,successive,adj.,Monophthong,/ ɛ /
1206,C,successor,n.,Monophthong,/ ɛ /
1207,C,suck,v.,Monophthong,/ ʌ /
1208,C,sue,v.,Monophthong,/ u /
1209,C,suicide,n.,Monophthong,/ u /
1210,C,suite,n.,Monophthong,/ i /
1211,C,summit,n.,Monophthong,/ ʌ /
1212,C,superb,adj.,Monophthong,/ ɝ /
1213,C,superior,adj.,Monophthong,/ ɪ /
1214,C,supervise,v.,Monophthong,/ u /
1215,C,supervision,n.,Monophthong,/ ɪ /
1216,C,supervisor,n.,Monophthong,/ u /
1217,C,supplement,n.,Monophthong,/ ʌ /
1218,C,supplement,v.,Monophthong,/ ʌ /
1219,C,supportive,adj.,Monophthong,/ ɔ /
1220,C,supposedly,adv.,Diphthong,/ oʊ /
1221,C,suppress,v.,Monophthong,/ ɛ /
1222,C,supreme,adj.,Monophthong,/ i /
1223,C,surge,n.,Monophthong,/ ɝ /
1224,C,surge,v.,Monophthong,/ ɝ /
1225,C,surgical,adj.,Monophthong,/ ɝ /
1226,C,surplus,n.,Monophthong,/ ɝ /
1227,C,surrender,v.,Monophthong,/ ɛ /
1228,C,surveillance,n.,Diphthong,/ eɪ /
1229,C,suspension,n.,Monophthong,/ ɛ /
1230,C,suspicion,n.,Monophthong,/ ɪ /
1231,C,suspicious,adj.,Monophthong,/ ɪ /
1232,C,sustain,v.,Diphthong,/ eɪ /
1233,C,swing,n.,Monophthong,/ ɪ /
1234,C,sword,n.,Monophthong,/ ɔ /
1235,C,symbolic,adj.,Monophthong,/ ɑ /
1236,C,syndrome,n.,Monophthong,/ ɪ /
1237,C,synthesis,n.,Monophthong,/ ɪ /
1238,C,systematic,adj.,Monophthong,/ æ /
1239,C,tackle,n.,Monophthong,/ æ /
1240,C,tactic,n.,Monophthong,/ æ /
1241,C,tactical,adj.,Monophthong,/ æ /
1242,C,taxpayer,n.,Monophthong,/ æ /
1243,C,tempt,v.,Monophthong,/ ɛ /
1244,C,tenant,n.,Monophthong,/ ɛ /
1245,C,tender,adj.,Monophthong,/ ɛ /
1246,C,tenure,n.,Monophthong,/ ɛ /
1247,C,terminal,adj.,Monophthong,/ ɝ /
1248,C,terminate,v.,Monophthong,/ ɝ /
1249,C,terrain,n.,Diphthong,/ eɪ /
1250,C,terrific,adj.,Monophthong,/ ɪ /
1251,C,testify,v.,Monophthong,/ ɛ /
1252,C,testimony,n.,Monophthong,/ ɛ /
1253,C,texture,n.,Monophthong,/ ɛ /
1254,C,thankfully,adv.,Monophthong,/ æ /
1255,C,theatrical,adj.,Monophthong,/ æ /
1256,C,theology,n.,Monophthong,/ ɑ /
1257,C,theoretical,adj.,Monophthong,/ ɛ /
1258,C,thereafter,adv.,Monophthong,/ æ /
1259,C,thereby,adv.,Diphthong,/ aɪ /
1260,C,thoughtful,adj.,Monophthong,/ ɔ /
1261,C,thought-provoking,adj.,Monophthong,/ ɔ /
1262,C,thread,n.,Monophthong,/ ɛ /
1263,C,threshold,n.,Monophthong,/ ɛ /
1264,C,thrilled,adj.,Monophthong,/ ɪ /
1265,C,thrive,v.,Diphthong,/ aɪ /
1266,C,tide,n.,Diphthong,/ aɪ /
1267,C,tighten,v.,Diphthong,/ aɪ /
1268,C,timber,n.,Monophthong,/ ɪ /
1269,C,timely,adj.,Diphthong,/ aɪ /
1270,C,tobacco,n.,Monophthong,/ æ /
1271,C,tolerance,n.,Monophthong,/ ɑ /
1272,C,tolerate,v.,Monophthong,/ ɑ /
1273,C,toll,n.,Diphthong,/ oʊ /
1274,C,top,v.,Monophthong,/ ɑ /
1275,C,torture,n.,Monophthong,/ ɔ /
1276,C,toss,v.,Monophthong,/ ɔ /
1277,C,total,v.,Diphthong,/ oʊ /
1278,C,toxic,adj.,Monophthong,/ ɑ /
1279,C,trace,n.,Diphthong,/ eɪ /
1280,C,trademark,n.,Diphthong,/ eɪ /
1281,C,trail,n.,Diphthong,/ eɪ /
1282,C,trail,v.,Diphthong,/ eɪ /
1283,C,trailer,n.,Diphthong,/ eɪ /
1284,C,transaction,n.,Monophthong,/ æ /
1285,C,transcript,n.,Monophthong,/ æ /
1286,C,transformation,n.,Diphthong,/ eɪ /
1287,C,transit,n.,Monophthong,/ æ /
1288,C,transmission,n.,Monophthong,/ ɪ /
1289,C,transparency,n.,Monophthong,/ æ /
1290,C,transparent,adj.,Monophthong,/ æ /
1291,C,trauma,n.,Diphthong,/ aʊ
1292,C,treaty,n.,Monophthong,/ i /
1293,C,tremendous,adj.,Monophthong,/ ɛ /
1294,C,tribal,adj.,Diphthong,/ aɪ /
1295,C,tribunal,n.,Monophthong,/ u /
1296,C,tribute,n.,Monophthong,/ ɪ /
1297,C,trigger,n.,Monophthong,/ ɪ /
1298,C,trio,n.,Monophthong,/ i /
1299,C,triumph,n.,Diphthong,/ aɪ /
1300,C,trophy,n.,Diphthong,/ oʊ /
1301,C,troubled,adj.,Monophthong,/ ʌ /
1302,C,trustee,n.,Monophthong,/ i /
1303,C,tuition,n.,Monophthong,/ ɪ /
1304,C,turnout,n.,Monophthong,/ ɝ /
1305,C,turnover,n.,Monophthong,/ ɝ /
1306,C,twist,v.,Monophthong,/ ɪ /
1307,C,undergraduate,n.,Monophthong,/ æ /
1308,C,underlying,adj.,Monophthong,/ ʌ /
1309,C,undermine,v.,Diphthong,/ aɪ /
1310,C,undoubtedly,adv.,Diphthong,/ aʊ
1311,C,unify,v.,Monophthong,/ u /
1312,C,unprecedented,adj.,Monophthong,/ ɛ /
1313,C,unveil,v.,Diphthong,/ eɪ /
1314,C,upcoming,adj.,Monophthong,/ ʌ /
1315,C,upgrade,v.,Diphthong,/ eɪ /
1316,C,uphold,v.,Diphthong,/ oʊ /
1317,C,utility,n.,Monophthong,/ ɪ /
1318,C,utilize,v.,Monophthong,/ u /
1319,C,utterly,adv.,Monophthong,/ ʌ /
1320,C,vacuum,n.,Monophthong,/ æ /
1321,C,vague,adj.,Diphthong,/ eɪ /
1322,C,validity,n.,Monophthong,/ ɪ /
1323,C,vanish,v.,Monophthong,/ æ /
1324,C,variable,n.,Monophthong,/ ɛ /
1325,C,variable,adj.,Monophthong,/ ɛ /
1326,C,varied,adj.,Monophthong,/ ɛ /
1327,C,vein,n.,Diphthong,/ eɪ /
1328,C,venture,n.,Monophthong,/ ɛ /
1329,C,venture,v.,Monophthong,/ ɛ /
1330,C,verbal,adj.,Monophthong,/ ɝ /
1331,C,verdict,n.,Monophthong,/ ɝ /
1332,C,verify,v.,Monophthong,/ ɛ /
1333,C,verse,n.,Monophthong,/ ɝ /
1334,C,versus,prep.,Monophthong,/ ɝ /
1335,C,vessel,n.,Monophthong,/ ɛ /
1336,C,veteran,n.,Monophthong,/ ɛ /
1337,C,viable,adj.,Diphthong,/ aɪ /
1338,C,vibrant,adj.,Diphthong,/ aɪ /
1339,C,vice,n.,Diphthong,/ aɪ /
1340,C,vicious,adj.,Monophthong,/ ɪ /
1341,C,villager,n.,Monophthong,/ ɪ /
1342,C,violate,v.,Diphthong,/ aɪ /
1343,C,violation,n.,Diphthong,/ eɪ /
1344,C,virtue,n.,Monophthong,/ ɝ /
1345,C,vocal,adj.,Diphthong,/ oʊ /
1346,C,vow,v.,Diphthong,/ aʊ
1347,C,vulnerability,n.,Monophthong,/ ɪ /
1348,C,vulnerable,adj.,Monophthong,/ ʌ /
1349,C,ward,n.,Monophthong,/ ɔ /
1350,C,warehouse,n.,Diphthong,/ aʊ
1351,C,warfare,n.,Monophthong,/ ɛ /
1352,C,warrant,n.,Monophthong,/ ɔ /
1353,C,warrant,v.,Monophthong,/ ɔ /
1354,C,warrior,n.,Monophthong,/ ɔ /
1355,C,weaken,v.,Monophthong,/ i /
1356,C,weave,v.,Monophthong,/ i /
1357,C,weed,n.,Monophthong,/ i /
1358,C,well,n.,Monophthong,/ ɛ /
1359,C,well-being,n.,Monophthong,/ ɛ /
1360,C,whatsoever,adv.,Monophthong,/ ɛ /
1361,C,whereby,adv.,Diphthong,/ aɪ /
1362,C,whilst,conj.,Diphthong,/ aɪ /
1363,C,whip,v.,Monophthong,/ ɪ /
1364,C,wholly,adv.,Diphthong,/ oʊ /
1365,C,widen,v.,Diphthong,/ aɪ /
1366,C,widow,n.,Monophthong,/ ɪ /
1367,C,width,n.,Monophthong,/ ɪ /
1368,C,willingness,n.,Monophthong,/ ɪ /
1369,C,wipe,v.,Diphthong,/ aɪ /
1370,C,wit,n.,Monophthong,/ ɪ /
1371,C,withdrawal,n.,Monophthong,/ ɔ /
1372,C,workout,n.,Monophthong,/ ɝ /
1373,C,worship,n.,Monophthong,/ ɝ /
1374,C,worship,v.,Monophthong,/ ɝ /
1375,C,worthwhile,adj.,Diphthong,/ aɪ /
1376,C,worthy,adj.,Monophthong,/ ɝ /
1377,C,yell,v.,Monophthong,/ ɛ /
1378,C,yield,n.,Monophthong,/ i /
1379,C,yield,v.,Monophthong,/ i /
1380,C,youngster,n.,Monophthong,/ ʌ /
1,B,absorb,v.,Monophthong,/ ɔ /
2,B,abstract,n.,Monophthong,/ æ /
3,B,abstract,adj.,Monophthong,/ æ /
4,B,accent,n.,Monophthong,/ æ /
5,B,accidentally,adv.,Monophthong,/ ɛ /
6,B,accommodate,v.,Monophthong,/ ɑ /
7,B,accomplish,v.,Monophthong,/ ɑ /
8,B,accountant,n.,Diphthong,/ aʊ /
9,B,accuracy,n.,Monophthong,/ æ /
10,B,accurately,adv.,Monophthong,/ æ /
11,B,acid,n.,Monophthong,/ æ /
12,B,activate,v.,Monophthong,/ æ /
13,B,addiction,n.,Monophthong,/ ɪ /
14,B,additionally,adv.,Monophthong,/ ɪ /
15,B,adequate,adj.,Monophthong,/ æ /
16,B,adequately,adv.,Monophthong,/ æ /
17,B,adjust,v.,Monophthong,/ ʌ /
18,B,affordable,adj.,Monophthong,/ ɔ /
19,B,agriculture,n.,Monophthong,/ æ /
20,B,AIDS,n.,Diphthong,/ eɪ /
21,B,alien,n.,Diphthong,/ eɪ /
22,B,alongside,prep.,Diphthong,/ aɪ /
23,B,altogether,adv.,Monophthong,/ ɛ /
24,B,ambulance,n.,Monophthong,/ æ /
25,B,amusing,adj.,Monophthong,/ u /
26,B,analyst,n.,Monophthong,/ æ /
27,B,ancestor,n.,Monophthong,/ æ /
28,B,animation,n.,Diphthong,/ eɪ /
29,B,annually,adv.,Monophthong,/ æ /
30,B,anticipate,v.,Monophthong,/ ɪ /
31,B,anxiety,n.,Diphthong,/ aɪ /
32,B,apology,n.,Monophthong,/ ɑ /
33,B,applicant,n.,Monophthong,/ æ /
34,B,appropriately,adv.,Diphthong,/ oʊ /
35,B,arrow,n.,Monophthong,/ æ /
36,B,artwork,n.,Monophthong,/ ɑ /
37,B,aside,adv.,Diphthong,/ aɪ /
38,B,asset,n.,Monophthong,/ æ /
39,B,assign,v.,Diphthong,/ aɪ /
40,B,assistance,n.,Monophthong,/ ɪ /
41,B,assumption,n.,Monophthong,/ ʌ /
42,B,assure,v.,Monophthong,/ ʊ /
43,B,astonishing,adj.,Monophthong,/ ɑ /
44,B,attachment,n.,Monophthong,/ æ /
45,B,auction,n.,Monophthong,/ ɔ /
46,B,audio,adj.,Monophthong,/ ɔ /
47,B,automatic,adj.,Monophthong,/ æ /
48,B,automatically,adv.,Monophthong,/ æ /
49,B,awareness,n.,Monophthong,/ ɝ /
50,B,awkward,adj.,Monophthong,/ ɔ /
51,B,badge,n.,Monophthong,/ æ /
52,B,balanced,adj.,Monophthong,/ æ /
53,B,ballet,n.,Diphthong,/ eɪ /
54,B,balloon,n.,Monophthong,/ u /
55,B,barely,adv.,Monophthong,/ ɝ /
56,B,bargain,n.,Monophthong,/ ɑ /
57,B,basement,n.,Diphthong,/ eɪ /
58,B,basket,n.,Monophthong,/ æ /
59,B,bat,n.,Monophthong,/ æ /
60,B,beneficial,adj.,Monophthong,/ ɪ /
61,B,beside,prep.,Diphthong,/ aɪ /
62,B,besides,prep.,Diphthong,/ aɪ /
63,B,besides,adv.,Diphthong,/ aɪ /
64,B,bias,n.,Diphthong,/ aɪ /
65,B,bid,n.,Monophthong,/ ɪ /
66,B,bid,v.,Monophthong,/ ɪ /
67,B,biological,adj.,Monophthong,/ ɑ /
68,B,blanket,n.,Monophthong,/ æ /
69,B,blow,n.,Diphthong,/ oʊ /
70,B,bold,adj.,Diphthong,/ oʊ /
71,B,bombing,n.,Monophthong,/ ɑ /
72,B,booking,n.,Monophthong,/ ʊ /
73,B,boost,v.,Monophthong,/ u /
74,B,boost,n.,Monophthong,/ u /
75,B,bound,adj.,Diphthong,/ aʊ /
76,B,brick,n.,Monophthong,/ ɪ /
77,B,briefly,adv.,Monophthong,/ i /
78,B,broadcaster,n.,Monophthong,/ ɔ /
79,B,broadly,adv.,Monophthong,/ ɔ /
80,B,bug,n.,Monophthong,/ ʌ /
81,B,cabin,n.,Monophthong,/ æ /
82,B,canal,n.,Monophthong,/ æ /
83,B,candle,n.,Monophthong,/ æ /
84,B,carbon,n.,Monophthong,/ ɑ /
85,B,casual,adj.,Monophthong,/ æ /
86,B,cave,n.,Diphthong,/ eɪ /
87,B,certainty,n.,Monophthong,/ ɝ /
88,B,certificate,n.,Monophthong,/ ɪ /
89,B,challenging,adj.,Monophthong,/ æ /
90,B,championship,n.,Monophthong,/ æ /
91,B,charming,adj.,Monophthong,/ ɑ /
92,B,chase,v.,Diphthong,/ eɪ /
93,B,chase,n.,Diphthong,/ aɪ /
94,B,cheek,n.,Monophthong,/ i /
95,B,cheer,v.,Monophthong,/ ɝ /
96,B,cheer,n.,Monophthong,/ ɝ /
97,B,choir,n.,Diphthong,/ aɪ /
98,B,chop,v.,Monophthong,/ ɑ /
99,B,circuit,n.,Monophthong,/ ɪ /
100,B,civilization,n.,Diphthong,/ eɪ /
101,B,clarify,v.,Monophthong,/ æ /
102,B,classify,v.,Monophthong,/ æ /
103,B,clerk,n.,Monophthong,/ ɝ /
104,B,cliff,n.,Monophthong,/ ɪ /
105,B,clinic,n.,Monophthong,/ ɪ /
106,B,clip,n.,Monophthong,/ ɪ /
107,B,coincidence,n.,Monophthong,/ ɪ /
108,B,collector,n.,Monophthong,/ ɛ /
109,B,colony,n.,Monophthong,/ ɑ /
110,B,colorful,adj.,Monophthong,/ ʌ /
111,B,comic,adj.,Monophthong,/ ɑ /
112,B,comic,n.,Monophthong,/ ɑ /
113,B,commander,n.,Monophthong,/ æ /
114,B,comparative,adj.,Monophthong,/ æ /
115,B,completion,n.,Monophthong,/ i /
116,B,compose,v.,Diphthong,/ oʊ /
117,B,composer,n.,Diphthong,/ oʊ /
118,B,compound,n.,Diphthong,/ aʊ /
119,B,comprehensive,adj.,Monophthong,/ ɛ /
120,B,comprise,v.,Diphthong,/ aɪ /
121,B,compulsory,adj.,Monophthong,/ ʌ /
122,B,concrete,adj.,Monophthong,/ ɑ /
123,B,concrete,n.,Monophthong,/ ɑ /
124,B,confess,v.,Monophthong,/ ɛ /
125,B,confusion,n.,Monophthong,/ u /
126,B,consequently,adv.,Monophthong,/ ɑ /
127,B,conservation,n.,Diphthong,/ eɪ /
128,B,considerable,adj.,Monophthong,/ ɪ /
129,B,considerably,adv.,Monophthong,/ ɪ /
130,B,consistently,adv.,Monophthong,/ ɪ /
131,B,conspiracy,n.,Monophthong,/ ɪ /
132,B,consult,v.,Monophthong,/ ʌ /
133,B,consultant,n.,Monophthong,/ ʌ /
134,B,consumption,n.,Monophthong,/ ʌ /
135,B,controversial,adj.,Monophthong,/ ɛ /
136,B,controversy,n.,Monophthong,/ ɑ /
137,B,convenience,n.,Monophthong,/ i /
138,B,convention,n.,Monophthong,/ ɛ /
139,B,conventional,adj.,Monophthong,/ ɛ /
140,B,convey,v.,Diphthong,/ eɪ /
141,B,convincing,adj.,Monophthong,/ ɪ /
142,B,cope,v.,Diphthong,/ oʊ /
143,B,corporation,n.,Diphthong,/ eɪ /
144,B,corridor,n.,Monophthong,/ ɔ /
145,B,counter,n.,Diphthong,/ aʊ /
146,B,coverage,n.,Monophthong,/ ʌ /
147,B,crack,v.,Monophthong,/ æ /
148,B,crack,n.,Monophthong,/ æ /
149,B,craft,n.,Monophthong,/ æ /
150,B,creativity,n.,Monophthong,/ ɪ /
151,B,critically,adv.,Monophthong,/ ɪ /
152,B,cruise,n.,Monophthong,/ u /
153,B,cruise,v.,Monophthong,/ u /
154,B,cue,n.,Monophthong,/ u /
155,B,curious,adj.,Monophthong,/ ʊ /
156,B,curriculum,n.,Monophthong,/ ɪ /
157,B,cute,adj.,Monophthong,/ u /
158,B,dairy,n.,Monophthong,/ ɛ /
159,B,dairy,adj.,Monophthong,/ ɛ /
160,B,dare,v.,Monophthong,/ ɛ /
161,B,darkness,n.,Monophthong,/ ɑ /
162,B,database,n.,Diphthong,/ eɪ /
163,B,deadline,n.,Monophthong,/ ɛ /
164,B,deadly,adj.,Monophthong,/ ɛ /
165,B,dealer,n.,Monophthong,/ i /
166,B,deck,n.,Monophthong,/ ɛ /
167,B,defender,n.,Monophthong,/ ɛ /
168,B,delete,v.,Monophthong,/ i /
169,B,democracy,n.,Monophthong,/ ɑ /
170,B,democratic,adj.,Monophthong,/ æ /
171,B,demonstration,n.,Diphthong,/ eɪ /
172,B,depart,v.,Monophthong,/ ɑ /
173,B,dependent,adj.,Monophthong,/ ɛ /
174,B,deposit,n.,Monophthong,/ ɑ /
175,B,depression,n.,Monophthong,/ ɛ /
176,B,derive,v.,Diphthong,/ aɪ /
177,B,desperately,adv.,Monophthong,/ ɛ /
178,B,destruction,n.,Monophthong,/ ʌ /
179,B,determination,n.,Diphthong,/ eɪ /
180,B,devote,v.,Diphthong,/ oʊ /
181,B,differ,v.,Monophthong,/ ɪ /
182,B,disability,n.,Monophthong,/ ɪ /
183,B,disabled,adj.,Diphthong,/ eɪ /
184,B,disagreement,n.,Monophthong,/ i /
185,B,disappoint,v.,Diphthong,/ ɔɪ /
186,B,disappointment,n.,Diphthong,/ ɔɪ /
187,B,discourage,v.,Monophthong,/ ɝ /
188,B,disorder,n.,Monophthong,/ ɔ /
189,B,distant,adj.,Monophthong,/ ɪ /
190,B,distinct,adj.,Monophthong,/ ɪ /
191,B,distinguish,v.,Monophthong,/ ɪ /
192,B,distract,v.,Monophthong,/ æ /
193,B,disturb,v.,Monophthong,/ ɝ /
194,B,dive,v.,Diphthong,/ aɪ /
195,B,diverse,adj.,Monophthong,/ ɝ /
196,B,diversity,n.,Monophthong,/ ɝ /
197,B,divorce,v.,Monophthong,/ ɔ /
198,B,dominant,adj.,Monophthong,/ ɑ /
199,B,donation,n.,Diphthong,/ eɪ /
200,B,dot,n.,Monophthong,/ ɑ /
201,B,downtown,n.,Diphthong,/ aʊ /
202,B,dramatically,adv.,Monophthong,/ æ /
203,B,drought,n.,Diphthong,/ aʊ /
204,B,dull,adj.,Monophthong,/ ʌ /
205,B,dump,v.,Monophthong,/ ʌ /
206,B,duration,n.,Diphthong,/ eɪ /
207,B,dynamic,adj.,Monophthong,/ æ /
208,B,economics,n.,Monophthong,/ ɑ /
209,B,economist,n.,Monophthong,/ ɑ /
210,B,editorial,adj.,Monophthong,/ ɔ /
211,B,efficiently,adv.,Monophthong,/ ɪ /
212,B,elbow,n.,Monophthong,/ ɛ /
213,B,electronics,n.,Monophthong,/ ɑ /
214,B,elegant,adj.,Monophthong,/ ɛ /
215,B,elementary,adj.,Monophthong,/ ɛ /
216,B,eliminate,v.,Monophthong,/ ɪ /
217,B,embrace,v.,Diphthong,/ eɪ /
218,B,emission,n.,Monophthong,/ ɪ /
219,B,emotionally,adv.,Diphthong,/ oʊ /
220,B,empire,n.,Monophthong,/ ɛ /
221,B,enjoyable,adj.,Diphthong,/ ɔɪ /
222,B,entertaining,adj.,Diphthong,/ eɪ /
223,B,entrepreneur,n.,Monophthong,/ ʊ /
224,B,envelope,n.,Monophthong,/ ɛ /
225,B,equip,v.,Monophthong,/ ɪ /
226,B,equivalent,adj.,Monophthong,/ ɪ /
227,B,era,n.,Monophthong,/ ɛ /
228,B,erupt,v.,Monophthong,/ ʌ /
229,B,essentially,adv.,Monophthong,/ ɛ /
230,B,ethic,n.,Monophthong,/ ɛ /
231,B,ethnic,adj.,Monophthong,/ ɛ /
232,B,evaluation,n.,Diphthong,/ eɪ /
233,B,evident,adj.,Monophthong,/ ɛ /
234,B,evolution,n.,Monophthong,/ u /
235,B,evolve,v.,Monophthong,/ ɑ /
236,B,exceed,v.,Monophthong,/ i /
237,B,exception,n.,Monophthong,/ ɛ /
238,B,excessive,adj.,Monophthong,/ ɛ /
239,B,exclude,v.,Monophthong,/ u /
240,B,exhibit,v.,Monophthong,/ ɪ /
241,B,exit,n.,Monophthong,/ ɛ /
242,B,exotic,adj.,Monophthong,/ ɑ /
243,B,expansion,n.,Monophthong,/ æ /
244,B,expertise,n.,Monophthong,/ i /
245,B,exploit,v.,Monophthong,/ ɔɪ /
246,B,exposure,n.,Diphthong,/ oʊ /
247,B,extension,n.,Monophthong,/ ɛ /
248,B,extensive,adj.,Monophthong,/ ɛ /
249,B,extensively,adv.,Monophthong,/ ɛ /
250,B,extract,n.,Monophthong,/ ɛ /
251,B,fabric,n.,Monophthong,/ æ /
252,B,fabulous,adj.,Monophthong,/ æ /
253,B,failed,adj.,Diphthong,/ eɪ /
254,B,fake,adj.,Diphthong,/ eɪ /
255,B,fame,n.,Diphthong,/ eɪ /
256,B,fantasy,n.,Monophthong,/ æ /
257,B,fare,n.,Monophthong,/ ɛ /
258,B,federal,adj.,Monophthong,/ ɛ /
259,B,fever,n.,Monophthong,/ i /
260,B,firefighter,n.,Diphthong,/ aɪ /
261,B,firework,n.,Diphthong,/ aɪ /
262,B,firm,adj.,Monophthong,/ ɝ /
263,B,firmly,adv.,Monophthong,/ ɝ /
264,B,flavour,n.,Diphthong,/ eɪ /
265,B,fond,adj.,Monophthong,/ ɑ /
266,B,fool,n.,Monophthong,/ u /
267,B,forbid,v.,Monophthong,/ ɪ /
268,B,forecast,v.,Monophthong,/ ɔ /
269,B,format,n.,Monophthong,/ ɔ /
270,B,formation,n.,Diphthong,/ eɪ /
271,B,formerly,adv.,Monophthong,/ ɔ /
272,B,fortunate,adj.,Monophthong,/ ɔ /
273,B,forum,n.,Monophthong,/ ɔ /
274,B,fossil,n.,Monophthong,/ ɑ /
275,B,foundation,n.,Diphthong,/ eɪ /
276,B,founder,n.,Diphthong,/ aʊ /
277,B,fraction,n.,Monophthong,/ æ /
278,B,fragment,n.,Monophthong,/ æ /
279,B,framework,n.,Diphthong,/ eɪ /
280,B,fraud,n.,Monophthong,/ ɔ /
281,B,freely,adv.,Monophthong,/ i /
282,B,frequent,adj.,Monophthong,/ i /
283,B,fulfil,v.,Monophthong,/ ɪ /
284,B,full-time,adj.,Diphthong,/ aɪ /
285,B,fundamentally,adv.,Monophthong,/ ɛ /
286,B,furious,adj.,Monophthong,/ ʊ /
287,B,gaming,n.,Diphthong,/ eɪ /
288,B,gay,adj.,Diphthong,/ eɪ /
289,B,gender,n.,Monophthong,/ ɛ /
290,B,gene,n.,Monophthong,/ i /
291,B,genetic,adj.,Monophthong,/ ɛ /
292,B,genius,n.,Monophthong,/ i /
293,B,genuine,adj.,Monophthong,/ ɛ /
294,B,genuinely,adv.,Monophthong,/ ɛ /
295,B,gesture,n.,Monophthong,/ ɛ /
296,B,gig,n.,Monophthong,/ ɪ /
297,B,globalization,n.,Diphthong,/ eɪ /
298,B,globe,n.,Diphthong,/ oʊ /
299,B,golden,adj.,Diphthong,/ oʊ /
300,B,goodness,n.,Monophthong,/ ʊ /
301,B,gorgeous,adj.,Monophthong,/ ɔ /
302,B,governor,n.,Monophthong,/ ʌ /
303,B,graphic,adj.,Monophthong,/ æ /
304,B,graphics,n.,Monophthong,/ æ /
305,B,greatly,adv.,Diphthong,/ eɪ /
306,B,greenhouse,n.,Monophthong,/ i /
307,B,grocery,n.,Diphthong,/ oʊ /
308,B,guideline,n.,Diphthong,/ aɪ /
309,B,habitat,n.,Monophthong,/ æ /
310,B,harbor,n.,Monophthong,/ ɑ /
